municipio,uf,estado,regiao,populacao,renda_media_mensal,pib_anual_mil_reais,pib_per_capita_reais
Municipio SC-182,SC,Santa Catarina,Sul,40607,1304.58,639017.63,15736.64
Municipio PR-194,PR,Paraná,Sul,43284,2192.56,1568988.8,36248.7
Municipio MA-017,MA,Maranhão,Nordeste,11917,768.67,167380.7,14045.54
Municipio PB-096,PB,Paraíba,Nordeste,15467,1064.58,314448.5,20330.28
Municipio RJ-021,RJ,Rio de Janeiro,Sudeste,6870,1191.82,142052.54,20677.23
Municipio MG-168,MG,Minas Gerais,Sudeste,8735,1355.91,223019.84,25531.75
Municipio RN-031,RN,Rio Grande do Norte,Nordeste,4747,724.41,61510.48,12957.76
Municipio TO-071,TO,Tocantins,Norte,35227,926.3,539074.49,15302.88
Municipio MG-243,MG,Minas Gerais,Sudeste,8866,1462.9,172224.26,19425.25
Municipio GO-160,GO,Goiás,Centro-Oeste,2008,1097.5,23959.49,11932.02
Municipio PB-010,PB,Paraíba,Nordeste,1782,590.94,15667.27,8791.96
Municipio SC-092,SC,Santa Catarina,Sul,25812,2038.47,756355.62,29302.48
Municipio RS-389,RS,Rio Grande do Sul,Sul,1516,2080.31,35372.72,23332.93
Municipio PI-223,PI,Piauí,Nordeste,46691,902.6,597800.69,12803.34
Municipio AL-094,AL,Alagoas,Nordeste,1697,868.22,24189.05,14254.01
Municipio MG-489,MG,Minas Gerais,Sudeste,13965,1341.55,285051.89,20411.88
Municipio SP-231,SP,São Paulo,Sudeste,14124,1536.75,343384.9,24312.16
Municipio PE-095,PE,Pernambuco,Nordeste,2344,555.28,23729.55,10123.53
Municipio AL-009,AL,Alagoas,Nordeste,79939,683.32,875330.54,10949.98
Municipio PR-076,PR,Paraná,Sul,13953,2519.12,606159.62,43442.96
Municipio RO-026,RO,Rondônia,Norte,21208,776.37,281872.92,13290.88
Municipio PR-386,PR,Paraná,Sul,6438,2027.22,230882.58,35862.47
Municipio RN-061,RN,Rio Grande do Norte,Nordeste,7124,795.54,65423.14,9183.48
Municipio BA-398,BA,Bahia,Nordeste,2443,662.59,27144.44,11111.11
Municipio BA-047,BA,Bahia,Nordeste,14728,974.5,161708.52,10979.67
Municipio ES-064,ES,Espírito Santo,Sudeste,4120,1676.87,89459.26,21713.41
Municipio PB-087,PB,Paraíba,Nordeste,2999,902.31,36900.82,12304.37
Municipio SP-523,SP,São Paulo,Sudeste,1887,2381.27,50361.43,26688.62
Municipio MA-065,MA,Maranhão,Nordeste,11323,560.21,101642.45,8976.64
Municipio SP-467,SP,São Paulo,Sudeste,78756,1317.37,1801511.52,22874.59
Municipio RN-060,RN,Rio Grande do Norte,Nordeste,322578,840.75,3234217.78,10026.16
Municipio ES-075,ES,Espírito Santo,Sudeste,5442,1775.71,127170.36,23368.31
Municipio PA-048,PA,Pará,Norte,3156,653.61,29811.38,9445.94
Municipio MA-130,MA,Maranhão,Nordeste,4770,828.6,44531.9,9335.83
Municipio RS-084,RS,Rio Grande do Sul,Sul,21894,1535.24,446185.17,20379.34
Municipio PB-139,PB,Paraíba,Nordeste,22156,1181.43,454431.72,20510.55
Municipio GO-113,GO,Goiás,Centro-Oeste,14240,1463.94,375703.96,26383.71
Municipio RO-022,RO,Rondônia,Norte,20663,745.17,289097.69,13991.08
Municipio PR-022,PR,Paraná,Sul,3662,1261.19,82824.78,22617.36
Municipio MA-084,MA,Maranhão,Nordeste,1316,736.0,13760.82,10456.55
Municipio RJ-074,RJ,Rio de Janeiro,Sudeste,37757,2408.65,1382396.83,36612.99
Municipio AM-028,AM,Amazonas,Norte,7115,730.57,75963.85,10676.58
Municipio PI-016,PI,Piauí,Nordeste,16961,923.26,284542.15,16776.26
Municipio RN-164,RN,Rio Grande do Norte,Nordeste,2166,1040.75,36837.55,17007.18
Municipio RS-024,RS,Rio Grande do Sul,Sul,2973,1455.57,78488.12,26400.31
Municipio MG-209,MG,Minas Gerais,Sudeste,12109,1695.98,348781.72,28803.51
Municipio MG-593,MG,Minas Gerais,Sudeste,66630,2100.14,1804341.31,27080.01
Municipio ES-021,ES,Espírito Santo,Sudeste,11736,1443.28,320305.56,27292.57
Municipio PI-039,PI,Piauí,Nordeste,1214,1026.01,18517.99,15253.7
Municipio MG-360,MG,Minas Gerais,Sudeste,46699,2090.91,1619114.13,34671.28
Municipio ES-018,ES,Espírito Santo,Sudeste,11453,1355.48,292893.44,25573.51
Municipio RS-446,RS,Rio Grande do Sul,Sul,8530,1085.0,122088.45,14312.83
Municipio BA-178,BA,Bahia,Nordeste,7017,915.05,84673.02,12066.84
Municipio AL-011,AL,Alagoas,Nordeste,5243,1050.45,67313.58,12838.75
Municipio PI-054,PI,Piauí,Nordeste,6925,1153.53,145455.33,21004.38
Municipio SP-557,SP,São Paulo,Sudeste,5582,1963.55,125042.98,22401.11
Municipio BA-386,BA,Bahia,Nordeste,3751,1163.97,59033.83,15738.16
Municipio PR-132,PR,Paraná,Sul,2574,1261.74,55062.26,21391.71
Municipio BA-236,BA,Bahia,Nordeste,23771,813.43,314420.21,13227.05
Municipio PE-057,PE,Pernambuco,Nordeste,23859,1127.06,356599.14,14946.11
Municipio SP-277,SP,São Paulo,Sudeste,51097,1841.43,1781335.76,34861.85
Municipio RN-017,RN,Rio Grande do Norte,Nordeste,6289,786.16,93728.74,14903.6
Municipio MT-046,MT,Mato Grosso,Centro-Oeste,3276,1967.22,101200.86,30891.59
Municipio MG-290,MG,Minas Gerais,Sudeste,199622,2228.49,7277973.41,36458.77
Municipio RS-270,RS,Rio Grande do Sul,Sul,19188,2031.59,710962.09,37052.43
Municipio RS-188,RS,Rio Grande do Sul,Sul,20923,2371.55,836585.52,39984.01
Municipio RJ-029,RJ,Rio de Janeiro,Sudeste,9485,1168.66,204900.26,21602.56
Municipio CE-038,CE,Ceará,Nordeste,7788,1268.47,117439.61,15079.56
Municipio SP-216,SP,São Paulo,Sudeste,4787,2061.44,163514.13,34157.95
Municipio MG-559,MG,Minas Gerais,Sudeste,92841,1149.07,1562437.41,16829.17
Municipio CE-091,CE,Ceará,Nordeste,8240,865.27,112022.7,13594.99
Municipio MG-350,MG,Minas Gerais,Sudeste,5012,2228.13,201906.02,40284.52
Municipio MG-094,MG,Minas Gerais,Sudeste,8228,2345.18,341622.07,41519.45
Municipio PR-006,PR,Paraná,Sul,6688,2036.78,213701.79,31953.02
Municipio MG-476,MG,Minas Gerais,Sudeste,23567,1172.04,519824.71,22057.31
Municipio RS-353,RS,Rio Grande do Sul,Sul,12958,1227.87,238312.3,18391.13
Municipio MG-789,MG,Minas Gerais,Sudeste,7302,1277.17,153196.83,20980.12
Municipio SC-256,SC,Santa Catarina,Sul,19703,2343.28,752897.33,38212.32
Municipio MA-078,MA,Maranhão,Nordeste,1706,659.07,18272.52,10710.74
Municipio PR-045,PR,Paraná,Sul,3501,2019.18,79027.79,22572.92
Municipio SC-032,SC,Santa Catarina,Sul,18864,2404.67,840284.63,44544.35
Municipio RS-274,RS,Rio Grande do Sul,Sul,28988,2040.72,762826.26,26315.24
Municipio SP-642,SP,São Paulo,Sudeste,11994,1266.36,207445.29,17295.76
Municipio SE-013,SE,Sergipe,Nordeste,49347,860.21,693619.0,14055.95
Municipio CE-095,CE,Ceará,Nordeste,32216,1311.5,601854.86,18681.86
Municipio BA-361,BA,Bahia,Nordeste,1037,984.34,14629.58,14107.6
Municipio MS-035,MS,Mato Grosso do Sul,Centro-Oeste,4425,1587.79,92086.8,20810.58
Municipio RJ-069,RJ,Rio de Janeiro,Sudeste,9192,1692.86,229576.24,24975.66
Municipio MG-288,MG,Minas Gerais,Sudeste,9211,1338.83,172246.87,18700.13
Municipio SP-197,SP,São Paulo,Sudeste,29305,1765.56,818891.11,27943.73
Municipio CE-104,CE,Ceará,Nordeste,34000,889.42,491691.82,14461.52
Municipio RS-249,RS,Rio Grande do Sul,Sul,3771,1559.67,89708.24,23788.98
Municipio PR-312,PR,Paraná,Sul,815,1145.58,14244.49,17477.9
Municipio PI-179,PI,Piauí,Nordeste,8452,682.32,97549.18,11541.55
Municipio MT-059,MT,Mato Grosso,Centro-Oeste,3237,1230.02,48256.51,14907.79
Municipio RS-278,RS,Rio Grande do Sul,Sul,30376,2309.83,1310628.68,43146.85
Municipio MG-621,MG,Minas Gerais,Sudeste,17617,2446.56,554240.59,31460.55
Municipio TO-047,TO,Tocantins,Norte,56537,1003.8,621802.03,10998.14
Municipio RJ-002,RJ,Rio de Janeiro,Sudeste,46471,1348.51,1131182.21,24341.68
Municipio PA-111,PA,Pará,Norte,35994,1210.1,800001.22,22225.96
Municipio SP-023,SP,São Paulo,Sudeste,2376,2100.65,86595.57,36445.95
Municipio SC-112,SC,Santa Catarina,Sul,47529,1471.92,959007.31,20177.31
Municipio MG-292,MG,Minas Gerais,Sudeste,23814,1095.82,292013.75,12262.27
Municipio MG-157,MG,Minas Gerais,Sudeste,17350,1492.58,409887.0,23624.61
Municipio CE-121,CE,Ceará,Nordeste,6539,1023.7,81722.27,12497.67
Municipio RS-384,RS,Rio Grande do Sul,Sul,12693,2405.76,387566.93,30533.91
Municipio SP-102,SP,São Paulo,Sudeste,13817,1698.04,435436.24,31514.53
Municipio SP-133,SP,São Paulo,Sudeste,1991,2205.32,48767.27,24493.86
Municipio PE-099,PE,Pernambuco,Nordeste,2441,853.06,32387.04,13267.94
Municipio PR-173,PR,Paraná,Sul,5440,1549.64,130254.4,23943.82
Municipio RS-430,RS,Rio Grande do Sul,Sul,13783,1724.46,346684.23,25153.03
Municipio MG-390,MG,Minas Gerais,Sudeste,20384,2014.28,782571.15,38391.44
Municipio AM-011,AM,Amazonas,Norte,1954,681.54,25337.3,12966.89
Municipio SC-236,SC,Santa Catarina,Sul,1818,1290.46,41665.6,22918.37
Municipio PE-077,PE,Pernambuco,Nordeste,5222,892.21,85500.66,16373.16
Municipio AL-012,AL,Alagoas,Nordeste,13842,857.48,174121.88,12579.24
Municipio SP-120,SP,São Paulo,Sudeste,13298,1801.81,323843.33,24352.78
Municipio PR-205,PR,Paraná,Sul,13974,1369.78,215755.03,15439.75
Municipio PR-231,PR,Paraná,Sul,52303,1872.49,1084248.65,20730.14
Municipio MG-723,MG,Minas Gerais,Sudeste,9155,2314.93,281687.62,30768.72
Municipio SP-095,SP,São Paulo,Sudeste,6420,1952.32,189018.17,29442.08
Municipio SP-218,SP,São Paulo,Sudeste,39727,1903.71,1337304.41,33662.36
Municipio SP-484,SP,São Paulo,Sudeste,70615,1203.38,1117915.5,15831.13
Municipio PR-288,PR,Paraná,Sul,14650,1720.97,299142.9,20419.31
Municipio RS-244,RS,Rio Grande do Sul,Sul,5532,1044.49,83398.25,15075.61
Municipio SC-289,SC,Santa Catarina,Sul,4841,2162.32,148589.89,30694.05
Municipio GO-240,GO,Goiás,Centro-Oeste,7414,1594.06,137538.32,18551.16
Municipio BA-006,BA,Bahia,Nordeste,3744,796.94,45256.24,12087.67
Municipio MS-003,MS,Mato Grosso do Sul,Centro-Oeste,3771,1635.87,99954.74,26506.16
Municipio SP-431,SP,São Paulo,Sudeste,8187,1725.65,256151.96,31287.65
Municipio PI-219,PI,Piauí,Nordeste,59102,569.97,405199.23,6855.93
Municipio BA-005,BA,Bahia,Nordeste,10407,1234.31,206705.6,19862.17
Municipio RJ-044,RJ,Rio de Janeiro,Sudeste,164153,2158.45,5931352.87,36133.08
Municipio SP-412,SP,São Paulo,Sudeste,25315,2306.51,1004075.39,39663.26
Municipio SC-141,SC,Santa Catarina,Sul,2796,1447.51,71019.26,25400.31
Municipio MG-736,MG,Minas Gerais,Sudeste,5271,2195.31,177954.39,33761.03
Municipio PB-072,PB,Paraíba,Nordeste,780,895.68,9401.13,12052.73
Municipio SP-138,SP,São Paulo,Sudeste,11488,1467.38,205512.01,17889.28
Municipio BA-117,BA,Bahia,Nordeste,71763,1244.99,1255018.24,17488.37
Municipio RO-023,RO,Rondônia,Norte,13758,796.04,191938.84,13951.07
Municipio PR-209,PR,Paraná,Sul,13686,1236.05,259045.14,18927.75
Municipio GO-020,GO,Goiás,Centro-Oeste,22506,1046.47,291776.9,12964.41
Municipio PR-195,PR,Paraná,Sul,5024,2293.05,205643.51,40932.23
Municipio PR-122,PR,Paraná,Sul,16086,1037.76,289357.05,17988.13
Municipio SE-050,SE,Sergipe,Nordeste,4357,1041.84,53698.56,12324.66
Municipio RJ-013,RJ,Rio de Janeiro,Sudeste,11292,1742.41,284614.76,25204.99
Municipio RS-233,RS,Rio Grande do Sul,Sul,998,1684.15,31730.43,31794.02
Municipio PR-056,PR,Paraná,Sul,8692,1663.6,265059.54,30494.65
Municipio PA-034,PA,Pará,Norte,2211,1201.99,42197.3,19085.17
Municipio MA-110,MA,Maranhão,Nordeste,31236,690.56,325043.56,10406.06
Municipio RS-456,RS,Rio Grande do Sul,Sul,44468,2072.07,1090857.89,24531.3
Municipio GO-214,GO,Goiás,Centro-Oeste,6672,1274.04,143065.65,21442.69
Municipio BA-165,BA,Bahia,Nordeste,14296,569.15,136420.56,9542.57
Municipio BA-105,BA,Bahia,Nordeste,11854,924.05,130742.33,11029.39
Municipio PE-185,PE,Pernambuco,Nordeste,29458,668.99,269203.87,9138.57
Municipio RS-236,RS,Rio Grande do Sul,Sul,3034,1244.69,67305.91,22183.89
Municipio MG-090,MG,Minas Gerais,Sudeste,25610,2451.99,1198641.11,46803.64
Municipio MT-062,MT,Mato Grosso,Centro-Oeste,5804,1734.01,127352.6,21942.21
Municipio BA-050,BA,Bahia,Nordeste,152739,788.77,1706088.19,11169.96
Municipio PA-068,PA,Pará,Norte,8706,616.4,89319.0,10259.48
Municipio RN-022,RN,Rio Grande do Norte,Nordeste,33161,752.14,381315.49,11498.91
Municipio MG-114,MG,Minas Gerais,Sudeste,23887,2180.96,960143.09,40195.21
Municipio SP-296,SP,São Paulo,Sudeste,43803,1700.56,1176632.21,26861.91
Municipio MG-138,MG,Minas Gerais,Sudeste,3756,2239.08,141741.9,37737.46
Municipio CE-046,CE,Ceará,Nordeste,20918,1130.56,354955.46,16968.9
Municipio BA-113,BA,Bahia,Nordeste,27531,687.61,261131.44,9485.0
Municipio PI-030,PI,Piauí,Nordeste,11324,863.88,120060.84,10602.33
Municipio PR-140,PR,Paraná,Sul,7410,1441.45,203841.91,27509.03
Municipio PE-180,PE,Pernambuco,Nordeste,110364,605.28,1185086.22,10737.98
Municipio MG-395,MG,Minas Gerais,Sudeste,85239,1152.92,1705764.64,20011.55
Municipio GO-060,GO,Goiás,Centro-Oeste,12270,1454.08,301667.02,24585.74
Municipio BA-018,BA,Bahia,Nordeste,8460,1285.1,141854.73,16767.7
Municipio MA-108,MA,Maranhão,Nordeste,22471,773.17,282465.89,12570.24
Municipio MG-409,MG,Minas Gerais,Sudeste,41329,1789.4,1316882.33,31863.4
Municipio SE-073,SE,Sergipe,Nordeste,21312,733.54,183293.54,8600.49
Municipio RS-459,RS,Rio Grande do Sul,Sul,10146,1231.86,152545.98,15035.09
Municipio BA-114,BA,Bahia,Nordeste,29427,922.36,310304.79,10544.9
Municipio MG-719,MG,Minas Gerais,Sudeste,9225,1626.14,189707.51,20564.5
Municipio PA-006,PA,Pará,Norte,17832,735.48,175241.8,9827.38
Municipio GO-004,GO,Goiás,Centro-Oeste,66120,1339.66,1122019.73,16969.45
Municipio PA-139,PA,Pará,Norte,7606,1090.08,131992.5,17353.73
Municipio RS-191,RS,Rio Grande do Sul,Sul,1780,1854.52,62242.09,34967.47
Municipio MG-334,MG,Minas Gerais,Sudeste,31858,1242.2,621284.84,19501.69
Municipio SP-365,SP,São Paulo,Sudeste,16041,1587.81,455727.07,28410.14
Municipio RS-394,RS,Rio Grande do Sul,Sul,22338,1109.86,322372.85,14431.59
Municipio RN-008,RN,Rio Grande do Norte,Nordeste,6202,732.62,79996.17,12898.45
Municipio AC-006,AC,Acre,Norte,10050,869.47,103487.43,10297.26
Municipio ES-062,ES,Espírito Santo,Sudeste,12634,1441.25,211468.7,16738.06
Municipio PR-269,PR,Paraná,Sul,6149,1560.39,139341.9,22660.9
Municipio RN-143,RN,Rio Grande do Norte,Nordeste,6201,922.61,75550.36,12183.58
Municipio MG-356,MG,Minas Gerais,Sudeste,4237,2149.28,157809.76,37245.64
Municipio PB-188,PB,Paraíba,Nordeste,5856,779.33,55735.73,9517.71
Municipio PI-100,PI,Piauí,Nordeste,8632,661.06,105261.99,12194.39
Municipio SC-006,SC,Santa Catarina,Sul,42451,1409.7,892687.0,21028.64
Municipio BA-015,BA,Bahia,Nordeste,10707,922.5,111660.91,10428.78
Municipio PA-096,PA,Pará,Norte,4023,840.56,46086.13,11455.66
Municipio MA-063,MA,Maranhão,Nordeste,14632,892.19,245046.48,16747.3
Municipio RO-027,RO,Rondônia,Norte,26524,1424.63,698026.53,26316.79
Municipio GO-030,GO,Goiás,Centro-Oeste,1847,1489.72,45399.78,24580.28
Municipio GO-098,GO,Goiás,Centro-Oeste,5403,2140.62,147729.82,27342.18
Municipio RS-216,RS,Rio Grande do Sul,Sul,13520,1023.33,175717.25,12996.84
Municipio BA-074,BA,Bahia,Nordeste,20124,1115.46,403887.4,20069.94
Municipio BA-097,BA,Bahia,Nordeste,12567,1216.22,237105.5,18867.31
Municipio MG-770,MG,Minas Gerais,Sudeste,3269,1400.27,60269.68,18436.73
Municipio PI-040,PI,Piauí,Nordeste,5273,1203.07,94126.23,17850.6
Municipio CE-153,CE,Ceará,Nordeste,55359,720.1,476635.54,8609.9
Municipio MG-382,MG,Minas Gerais,Sudeste,23195,1853.34,554259.79,23895.66
Municipio GO-194,GO,Goiás,Centro-Oeste,3442,1403.22,85249.09,24767.31
Municipio RN-029,RN,Rio Grande do Norte,Nordeste,19777,1283.8,381148.61,19272.32
Municipio RS-173,RS,Rio Grande do Sul,Sul,26259,1732.25,574112.21,21863.45
Municipio PR-198,PR,Paraná,Sul,42758,2344.32,1165878.2,27266.9
Municipio MG-581,MG,Minas Gerais,Sudeste,20243,1881.5,534312.11,26394.91
Municipio MG-743,MG,Minas Gerais,Sudeste,35349,1492.78,845242.9,23911.37
Municipio BA-348,BA,Bahia,Nordeste,31828,1091.26,514246.25,16157.04
Municipio PA-052,PA,Pará,Norte,2566,660.34,23886.15,9308.71
Municipio RN-122,RN,Rio Grande do Norte,Nordeste,19215,1091.95,295629.55,15385.35
Municipio SE-069,SE,Sergipe,Nordeste,55541,723.48,652919.71,11755.63
Municipio BA-411,BA,Bahia,Nordeste,19410,622.64,133304.65,6867.83
Municipio MG-333,MG,Minas Gerais,Sudeste,2148,1028.88,30506.51,14202.29
Municipio MG-504,MG,Minas Gerais,Sudeste,14458,1350.93,247771.26,17137.31
Municipio PR-144,PR,Paraná,Sul,29270,2026.89,757110.45,25866.43
Municipio AM-025,AM,Amazonas,Norte,30675,1115.03,535807.58,17467.24
Municipio AL-069,AL,Alagoas,Nordeste,4655,1040.93,58041.46,12468.63
Municipio TO-079,TO,Tocantins,Norte,62499,706.69,495812.19,7933.12
Municipio PB-122,PB,Paraíba,Nordeste,11919,875.77,190567.63,15988.56
Municipio RN-048,RN,Rio Grande do Norte,Nordeste,16457,947.68,258064.13,15681.12
Municipio RJ-071,RJ,Rio de Janeiro,Sudeste,122301,2381.2,3774054.16,30858.74
Municipio RS-076,RS,Rio Grande do Sul,Sul,5503,1172.71,70675.43,12843.07
Municipio MG-260,MG,Minas Gerais,Sudeste,9459,2423.39,391080.12,41344.76
Municipio RS-104,RS,Rio Grande do Sul,Sul,11767,1779.83,322016.22,27366.04
Municipio GO-153,GO,Goiás,Centro-Oeste,9998,1686.01,218173.83,21821.75
Municipio PE-008,PE,Pernambuco,Nordeste,4377,668.26,33963.47,7759.53
Municipio RN-144,RN,Rio Grande do Norte,Nordeste,3463,663.9,25386.42,7330.76
Municipio PE-054,PE,Pernambuco,Nordeste,13140,1217.77,181828.44,13837.78
Municipio RS-286,RS,Rio Grande do Sul,Sul,5722,2203.0,200227.64,34992.6
Municipio SP-267,SP,São Paulo,Sudeste,3043,2259.93,113566.18,37320.47
Municipio RO-024,RO,Rondônia,Norte,198660,982.68,2577174.31,12972.79
Municipio AP-001,AP,Amapá,Norte,15676,840.15,145437.44,9277.71
Municipio SP-160,SP,São Paulo,Sudeste,35045,2039.1,1357653.95,38740.3
Municipio MA-014,MA,Maranhão,Nordeste,30784,589.65,322218.51,10467.08
Municipio RS-462,RS,Rio Grande do Sul,Sul,2535,2244.64,67039.09,26445.4
Municipio SE-060,SE,Sergipe,Nordeste,6525,1070.26,86366.14,13236.19
Municipio RN-024,RN,Rio Grande do Norte,Nordeste,8467,1101.45,141349.61,16694.18
Municipio PE-067,PE,Pernambuco,Nordeste,5758,966.99,83644.66,14526.69
Municipio MG-480,MG,Minas Gerais,Sudeste,18533,1801.66,380343.18,20522.48
Municipio RS-405,RS,Rio Grande do Sul,Sul,68508,1309.49,1281489.68,18705.69
Municipio PI-206,PI,Piauí,Nordeste,2189,663.08,18486.23,8445.06
Municipio MG-055,MG,Minas Gerais,Sudeste,57756,2229.93,2332756.11,40389.85
Municipio MG-295,MG,Minas Gerais,Sudeste,59434,1286.1,1423487.88,23950.73
Municipio PB-099,PB,Paraíba,Nordeste,35828,1271.06,777006.25,21687.12
Municipio AM-002,AM,Amazonas,Norte,11014,1392.06,190557.13,17301.36
Municipio SP-433,SP,São Paulo,Sudeste,20077,1032.19,322718.43,16074.04
Municipio PE-154,PE,Pernambuco,Nordeste,15894,902.59,224782.55,14142.6
Municipio RS-200,RS,Rio Grande do Sul,Sul,55347,2525.07,1804383.72,32601.29
Municipio MG-567,MG,Minas Gerais,Sudeste,7083,1118.1,99796.15,14089.53
Municipio MG-804,MG,Minas Gerais,Sudeste,71174,1394.49,1581615.59,22221.82
Municipio SC-085,SC,Santa Catarina,Sul,10533,1393.74,200037.37,18991.49
Municipio MG-558,MG,Minas Gerais,Sudeste,20230,1985.54,508362.07,25129.12
Municipio TO-026,TO,Tocantins,Norte,4148,1140.97,67948.85,16381.11
Municipio RS-175,RS,Rio Grande do Sul,Sul,17225,1496.96,284722.21,16529.59
Municipio SP-032,SP,São Paulo,Sudeste,35994,998.69,602070.27,16726.96
Municipio SP-293,SP,São Paulo,Sudeste,151786,1640.18,4322152.47,28475.3
Municipio MG-824,MG,Minas Gerais,Sudeste,21830,1353.69,320846.69,14697.51
Municipio SC-094,SC,Santa Catarina,Sul,2902,2264.75,124113.75,42768.35
Municipio BA-326,BA,Bahia,Nordeste,5773,576.73,56933.51,9862.03
Municipio BA-201,BA,Bahia,Nordeste,32215,892.46,351486.19,10910.64
Municipio MG-274,MG,Minas Gerais,Sudeste,1107,1883.21,26556.18,23989.32
Municipio PE-083,PE,Pernambuco,Nordeste,10402,1099.57,183862.78,17675.71
Municipio TO-017,TO,Tocantins,Norte,26256,779.91,245594.37,9353.84
Municipio MG-225,MG,Minas Gerais,Sudeste,4183,2467.16,117403.47,28066.81
Municipio CE-041,CE,Ceará,Nordeste,79042,1249.42,1873625.71,23704.18
Municipio ES-015,ES,Espírito Santo,Sudeste,10428,1997.44,357307.82,34264.27
Municipio BA-355,BA,Bahia,Nordeste,34277,884.84,462704.56,13498.98
Municipio SP-455,SP,São Paulo,Sudeste,2695,1580.71,54389.09,20181.48
Municipio CE-102,CE,Ceará,Nordeste,15368,741.54,194114.24,12631.07
Municipio RN-053,RN,Rio Grande do Norte,Nordeste,8975,785.02,106820.84,11902.04
Municipio SP-580,SP,São Paulo,Sudeste,17486,1499.98,320726.05,18341.88
Municipio GO-155,GO,Goiás,Centro-Oeste,5160,1919.3,178873.62,34665.43
Municipio RN-020,RN,Rio Grande do Norte,Nordeste,32460,834.88,388878.45,11980.24
Municipio MG-755,MG,Minas Gerais,Sudeste,5141,1675.51,140591.4,27347.09
Municipio RR-002,RR,Roraima,Norte,17238,699.88,213399.13,12379.58
Municipio PI-057,PI,Piauí,Nordeste,258302,920.67,3129867.85,12117.09
Municipio MG-473,MG,Minas Gerais,Sudeste,13428,1524.19,378686.26,28201.24
Municipio AC-018,AC,Acre,Norte,5187,1171.16,95146.13,18343.19
Municipio MA-077,MA,Maranhão,Nordeste,11802,559.15,89406.74,7575.56
Municipio PR-305,PR,Paraná,Sul,26016,1976.8,863187.58,33179.1
Municipio PR-152,PR,Paraná,Sul,3562,1905.02,117590.09,33012.38
Municipio PA-015,PA,Pará,Norte,14186,776.95,163707.95,11540.11
Municipio SC-049,SC,Santa Catarina,Sul,5803,1657.27,130635.29,22511.68
Municipio MT-041,MT,Mato Grosso,Centro-Oeste,3331,1018.61,52650.57,15806.24
Municipio MG-707,MG,Minas Gerais,Sudeste,1314,1696.09,41520.82,31598.8
Municipio MG-511,MG,Minas Gerais,Sudeste,7727,2072.28,304370.0,39390.45
Municipio PR-243,PR,Paraná,Sul,5230,1739.65,145850.4,27887.27
Municipio SP-080,SP,São Paulo,Sudeste,23337,1923.34,796245.74,34119.46
Municipio MG-638,MG,Minas Gerais,Sudeste,13630,1200.63,182906.09,13419.38
Municipio SC-270,SC,Santa Catarina,Sul,15852,2518.67,735907.41,46423.63
Municipio PI-019,PI,Piauí,Nordeste,41690,1313.83,852787.14,20455.44
Municipio PB-183,PB,Paraíba,Nordeste,10099,1128.45,213538.75,21144.54
Municipio PI-022,PI,Piauí,Nordeste,27755,1064.58,431686.71,15553.48
Municipio BA-026,BA,Bahia,Nordeste,14788,782.62,209449.15,14163.45
Municipio PR-143,PR,Paraná,Sul,93125,1596.98,2466733.89,26488.42
Municipio SP-217,SP,São Paulo,Sudeste,66085,1363.26,1046773.25,15839.8
Municipio PI-197,PI,Piauí,Nordeste,2615,543.73,20544.38,7856.36
Municipio MG-830,MG,Minas Gerais,Sudeste,6332,2116.32,200925.89,31731.82
Municipio RO-031,RO,Rondônia,Norte,8180,979.71,110376.73,13493.49
Municipio SC-281,SC,Santa Catarina,Sul,10114,2451.08,278853.2,27571.01
Municipio PI-204,PI,Piauí,Nordeste,10759,883.21,166954.82,15517.69
Municipio MT-063,MT,Mato Grosso,Centro-Oeste,4740,1721.01,152540.58,32181.56
Municipio MG-165,MG,Minas Gerais,Sudeste,15109,1590.6,432237.17,28607.93
Municipio SP-380,SP,São Paulo,Sudeste,6563,1240.92,100005.31,15237.74
Municipio GO-212,GO,Goiás,Centro-Oeste,29006,1430.75,745752.71,25710.29
Municipio PE-035,PE,Pernambuco,Nordeste,1884,616.21,17264.5,9163.75
Municipio AL-070,AL,Alagoas,Nordeste,27695,1267.91,544227.22,19650.74
Municipio SP-611,SP,São Paulo,Sudeste,25797,1279.68,383433.66,14863.5
Municipio SP-174,SP,São Paulo,Sudeste,7753,1485.29,192688.81,24853.45
Municipio MG-417,MG,Minas Gerais,Sudeste,30241,2234.55,824475.56,27263.5
Municipio TO-001,TO,Tocantins,Norte,24341,1235.48,385019.45,15817.73
Municipio CE-068,CE,Ceará,Nordeste,16852,787.47,243945.44,14475.76
Municipio SP-549,SP,São Paulo,Sudeste,73189,1267.84,1722333.83,23532.69
Municipio PR-067,PR,Paraná,Sul,3206,1803.35,101474.14,31651.32
Municipio PR-203,PR,Paraná,Sul,2633,1642.13,61565.32,23382.2
Municipio SP-325,SP,São Paulo,Sudeste,58722,2352.16,1590294.44,27081.75
Municipio SP-327,SP,São Paulo,Sudeste,12130,1590.44,220080.59,18143.49
Municipio MA-147,MA,Maranhão,Nordeste,114317,875.81,1566619.9,13704.17
Municipio PE-050,PE,Pernambuco,Nordeste,51483,1212.54,992094.17,19270.33
Municipio GO-206,GO,Goiás,Centro-Oeste,34748,1673.86,1069511.86,30779.09
Municipio PB-190,PB,Paraíba,Nordeste,43994,966.41,521309.99,11849.57
Municipio MG-034,MG,Minas Gerais,Sudeste,19161,1739.54,377052.75,19678.14
