municipio,uf,estado,regiao,populacao,renda_media_mensal,pib_anual_mil_reais,pib_per_capita_reais
Serra Verde da Mata,PI,Piauí,Nordeste,5201,595.84,36322.06,6983.67
Novo Feliz do Campo,SP,São Paulo,Sudeste,12459,2345.49,546518.22,43865.34
Monte Vista,RS,Rio Grande do Sul,Sul,10973,2005.93,342723.67,31233.36
Santo Branco Central,MG,Minas Gerais,Sudeste,15591,1876.37,501053.97,32137.39
Rio dos Campos de Minas,MA,Maranhão,Nordeste,4680,934.76,77126.09,16479.93
Barra Belo do Oeste,RS,Rio Grande do Sul,Sul,131476,2467.73,4770151.37,36281.54
Cachoeira Horizonte do Oeste,BA,Bahia,Nordeste,10368,1078.88,123249.42,11887.48
Jaboti Dourado Menor,GO,Goiás,Centro-Oeste,2864,1930.31,86335.57,30145.1
Jaboti Azul de Minas,PI,Piauí,Nordeste,9957,604.15,66254.95,6654.11
Vila Dourado Colonial,MG,Minas Gerais,Sudeste,5116,2430.58,164685.65,32190.31
Porto Dourado do Leste,SP,São Paulo,Sudeste,10690,1795.61,240425.56,22490.7
Cachoeira dos Campos do Cerrado,SC,Santa Catarina,Sul,44376,1227.04,901196.57,20308.2
Vale Redonda Menor,MA,Maranhão,Nordeste,47492,1060.41,804721.18,16944.35
Cruz Azul do Leste,GO,Goiás,Centro-Oeste,2960,1719.91,55141.99,18629.05
Aracê Horizonte do Oeste,BA,Bahia,Nordeste,10800,897.93,166991.01,15462.13
Novo Verde de Minas,MT,Mato Grosso,Centro-Oeste,15421,2029.6,553143.47,35869.49
Rio Branco da Mata,PI,Piauí,Nordeste,12362,768.26,173243.01,14014.16
Campo Bonito Central,SP,São Paulo,Sudeste,30015,2407.52,946802.95,31544.33
Boa Claro do Cerrado,SP,São Paulo,Sudeste,4100,2379.14,140955.33,34379.35
Jaboti Belo do Cerrado,PB,Paraíba,Nordeste,23692,1133.62,501929.73,21185.62
Palmeira Formosa das Palmeiras,GO,Goiás,Centro-Oeste,115027,2010.71,2789115.44,24247.48
Cruz Horizonte Menor,MG,Minas Gerais,Sudeste,1062,1425.94,19603.86,18459.38
Nova Real Maior,MG,Minas Gerais,Sudeste,5530,1641.68,157310.62,28446.77
Rio das Flores do Campo,MG,Minas Gerais,Sudeste,44577,1738.66,1127505.33,25293.43
Cachoeira Claro do Oeste,PR,Paraná,Sul,4839,1512.46,110193.79,22772.02
Barra Esperança Central,RN,Rio Grande do Norte,Nordeste,5738,1088.2,102032.91,17781.96
Nova Bonita de Minas,SP,São Paulo,Sudeste,4164,1558.54,83630.35,20084.14
Novo Claro das Palmeiras,ES,Espírito Santo,Sudeste,19795,1610.43,368002.89,18590.7
Barra Claro de Minas,MG,Minas Gerais,Sudeste,6192,1846.12,180809.23,29200.46
Coração Formosa do Leste,RR,Roraima,Norte,34200,1300.22,633672.9,18528.45
Nova Claro do Campo,MA,Maranhão,Nordeste,20763,576.42,164142.15,7905.51
Coração Vista das Palmeiras,SP,São Paulo,Sudeste,69715,1959.52,1912501.63,27433.14
Santo Esperança do Oeste,MS,Mato Grosso do Sul,Centro-Oeste,75409,1331.97,1602448.75,21250.1
Aracê Azul Maior,MG,Minas Gerais,Sudeste,17285,2058.15,675449.75,39077.22
Rio Dourado do Leste,SC,Santa Catarina,Sul,40607,1304.58,639017.63,15736.64
Vale Azul do Campo,PR,Paraná,Sul,43284,2192.56,1568988.8,36248.7
Cruz Novo do Oeste,MA,Maranhão,Nordeste,11917,768.67,167380.7,14045.54
Vale Grande de Minas,PB,Paraíba,Nordeste,15467,1064.58,314448.5,20330.28
Serra Branco Paulista,RJ,Rio de Janeiro,Sudeste,6870,1191.82,142052.54,20677.23
Ipê Novo do Cerrado,MG,Minas Gerais,Sudeste,8735,1355.91,223019.84,25531.75
Palmeira do Vale de Minas,RN,Rio Grande do Norte,Nordeste,4747,724.41,61510.48,12957.76
Santo Alegre de Minas,TO,Tocantins,Norte,35227,926.3,539074.49,15302.88
Lagoa Vista Menor,MG,Minas Gerais,Sudeste,8866,1462.9,172224.26,19425.25
Novo Formosa Central,GO,Goiás,Centro-Oeste,2008,1097.5,23959.49,11932.02
Nova União do Oeste,PB,Paraíba,Nordeste,1782,590.94,15667.27,8791.96
Bela União do Campo,SC,Santa Catarina,Sul,25812,2038.47,756355.62,29302.48
Barra Aurora de Minas,RS,Rio Grande do Sul,Sul,1516,2080.31,35372.72,23332.93
Boa Belo Central,PI,Piauí,Nordeste,46691,902.6,597800.69,12803.34
Santa Aurora da Mata,AL,Alagoas,Nordeste,1697,868.22,24189.05,14254.01
Jaboti Branco do Leste,MG,Minas Gerais,Sudeste,13965,1341.55,285051.89,20411.88
Nova Bonito Central,SP,São Paulo,Sudeste,14124,1536.75,343384.9,24312.16
Nova do Vale Paulista,PE,Pernambuco,Nordeste,2344,555.28,23729.55,10123.53
Jaboti Bonita do Cerrado,AL,Alagoas,Nordeste,79939,683.32,875330.54,10949.98
Vila do Sul Paulista,PR,Paraná,Sul,13953,2519.12,606159.62,43442.96
Coração Bonito,RO,Rondônia,Norte,21208,776.37,281872.92,13290.88
Bela Feliz de Minas,PR,Paraná,Sul,6438,2027.22,230882.58,35862.47
Cachoeira Grande,RN,Rio Grande do Norte,Nordeste,7124,795.54,65423.14,9183.48
Serra Branco Central,BA,Bahia,Nordeste,2443,662.59,27144.44,11111.11
Ribeirão Real Paulista,BA,Bahia,Nordeste,14728,974.5,161708.52,10979.67
Jaboti Formosa Maior,ES,Espírito Santo,Sudeste,4120,1676.87,89459.26,21713.41
Palmeira Grande Menor,PB,Paraíba,Nordeste,2999,902.31,36900.82,12304.37
Vale Azul do Leste,SP,São Paulo,Sudeste,1887,2381.27,50361.43,26688.62
São do Vale do Leste,MA,Maranhão,Nordeste,11323,560.21,101642.45,8976.64
Barra Verde de Minas,SP,São Paulo,Sudeste,78756,1317.37,1801511.52,22874.59
Porto Azul de Minas,RN,Rio Grande do Norte,Nordeste,322578,840.75,3234217.78,10026.16
Cachoeira Aurora do Leste,ES,Espírito Santo,Sudeste,5442,1775.71,127170.36,23368.31
Boa Feliz da Mata,PA,Pará,Norte,3156,653.61,29811.38,9445.94
Novo Esperança das Palmeiras,MA,Maranhão,Nordeste,4770,828.6,44531.9,9335.83
Cachoeira Preto Menor,RS,Rio Grande do Sul,Sul,21894,1535.24,446185.17,20379.34
Lagoa Novo do Oeste,PB,Paraíba,Nordeste,22156,1181.43,454431.72,20510.55
Palmeira Feliz de Minas,GO,Goiás,Centro-Oeste,14240,1463.94,375703.96,26383.71
Rio Belo Menor,RO,Rondônia,Norte,20663,745.17,289097.69,13991.08
Serra Vitória do Oeste,PR,Paraná,Sul,3662,1261.19,82824.78,22617.36
Cachoeira do Norte do Campo,MA,Maranhão,Nordeste,1316,736.0,13760.82,10456.55
Barra Dourado do Campo,RJ,Rio de Janeiro,Sudeste,37757,2408.65,1382396.83,36612.99
Santo dos Campos do Oeste,AM,Amazonas,Norte,7115,730.57,75963.85,10676.58
Coração Feliz Paulista,PI,Piauí,Nordeste,16961,923.26,284542.15,16776.26
Vila dos Campos Maior,RN,Rio Grande do Norte,Nordeste,2166,1040.75,36837.55,17007.18
Bela Alegre Colonial,RS,Rio Grande do Sul,Sul,2973,1455.57,78488.12,26400.31
Campo Vista Colonial,MG,Minas Gerais,Sudeste,12109,1695.98,348781.72,28803.51
Novo do Vale,MG,Minas Gerais,Sudeste,66630,2100.14,1804341.31,27080.01
Santa Belo Menor,ES,Espírito Santo,Sudeste,11736,1443.28,320305.56,27292.57
Santa União,PI,Piauí,Nordeste,1214,1026.01,18517.99,15253.7
Ipê Horizonte das Palmeiras,MG,Minas Gerais,Sudeste,46699,2090.91,1619114.13,34671.28
Santa Alegre da Mata,ES,Espírito Santo,Sudeste,11453,1355.48,292893.44,25573.51
Novo Vista de Minas,RS,Rio Grande do Sul,Sul,8530,1085.0,122088.45,14312.83
Bela Azul das Palmeiras,BA,Bahia,Nordeste,7017,915.05,84673.02,12066.84
Boa Redonda Colonial,AL,Alagoas,Nordeste,5243,1050.45,67313.58,12838.75
Campo Real de Minas,PI,Piauí,Nordeste,6925,1153.53,145455.33,21004.38
Nova Alegre Central,SP,São Paulo,Sudeste,5582,1963.55,125042.98,22401.11
Cruz do Sul do Campo,BA,Bahia,Nordeste,3751,1163.97,59033.83,15738.16
Boa Feliz de Minas,PR,Paraná,Sul,2574,1261.74,55062.26,21391.71
Pinheiro União da Mata,BA,Bahia,Nordeste,23771,813.43,314420.21,13227.05
Vale Bonito Central,PE,Pernambuco,Nordeste,23859,1127.06,356599.14,14946.11
Monte Alegre do Leste,SP,São Paulo,Sudeste,51097,1841.43,1781335.76,34861.85
Monte Bonita do Leste,RN,Rio Grande do Norte,Nordeste,6289,786.16,93728.74,14903.6
Barra dos Campos do Campo,MT,Mato Grosso,Centro-Oeste,3276,1967.22,101200.86,30891.59
Cruz Feliz Central,MG,Minas Gerais,Sudeste,199622,2228.49,7277973.41,36458.77
Vale Alegre Maior,RS,Rio Grande do Sul,Sul,19188,2031.59,710962.09,37052.43
Rio Redonda Central,RS,Rio Grande do Sul,Sul,20923,2371.55,836585.52,39984.01
Jaboti Azul do Oeste,RJ,Rio de Janeiro,Sudeste,9485,1168.66,204900.26,21602.56
Nova Dourado do Leste,CE,Ceará,Nordeste,7788,1268.47,117439.61,15079.56
Santa Claro do Oeste,SP,São Paulo,Sudeste,4787,2061.44,163514.13,34157.95
Palmeira Esperança das Palmeiras,MG,Minas Gerais,Sudeste,92841,1149.07,1562437.41,16829.17
Boa do Vale da Mata,CE,Ceará,Nordeste,8240,865.27,112022.7,13594.99
Barra Real Paulista,MG,Minas Gerais,Sudeste,5012,2228.13,201906.02,40284.52
Ipê Vitória do Leste,MG,Minas Gerais,Sudeste,8228,2345.18,341622.07,41519.45
Palmeira Horizonte do Cerrado,PR,Paraná,Sul,6688,2036.78,213701.79,31953.02
Ipê Branco do Oeste,MG,Minas Gerais,Sudeste,23567,1172.04,519824.71,22057.31
Serra União de Minas,RS,Rio Grande do Sul,Sul,12958,1227.87,238312.3,18391.13
Aracê Feliz,MG,Minas Gerais,Sudeste,7302,1277.17,153196.83,20980.12
Campo Alegre Central,SC,Santa Catarina,Sul,19703,2343.28,752897.33,38212.32
São das Flores Central,MA,Maranhão,Nordeste,1706,659.07,18272.52,10710.74
São Vista Central,PR,Paraná,Sul,3501,2019.18,79027.79,22572.92
Novo Real da Mata,SC,Santa Catarina,Sul,18864,2404.67,840284.63,44544.35
Palmeira Vista do Cerrado,RS,Rio Grande do Sul,Sul,28988,2040.72,762826.26,26315.24
Boa das Flores de Minas,SP,São Paulo,Sudeste,11994,1266.36,207445.29,17295.76
Ribeirão Horizonte do Cerrado,SE,Sergipe,Nordeste,49347,860.21,693619.0,14055.95
Ipê Claro Paulista,CE,Ceará,Nordeste,32216,1311.5,601854.86,18681.86
Lagoa Vista Colonial,BA,Bahia,Nordeste,1037,984.34,14629.58,14107.6
Ribeirão Branco de Minas,MS,Mato Grosso do Sul,Centro-Oeste,4425,1587.79,92086.8,20810.58
Palmeira da Serra Menor,RJ,Rio de Janeiro,Sudeste,9192,1692.86,229576.24,24975.66
Coração Redonda Paulista,MG,Minas Gerais,Sudeste,9211,1338.83,172246.87,18700.13
Santa Formosa do Oeste,SP,São Paulo,Sudeste,29305,1765.56,818891.11,27943.73
Serra do Vale do Leste,CE,Ceará,Nordeste,34000,889.42,491691.82,14461.52
Jaboti da Serra do Campo,RS,Rio Grande do Sul,Sul,3771,1559.67,89708.24,23788.98
Vale Azul Central,PR,Paraná,Sul,815,1145.58,14244.49,17477.9
Santo Horizonte Maior,PI,Piauí,Nordeste,8452,682.32,97549.18,11541.55
Aracê das Flores Maior,MT,Mato Grosso,Centro-Oeste,3237,1230.02,48256.51,14907.79
Santa Verde Colonial,RS,Rio Grande do Sul,Sul,30376,2309.83,1310628.68,43146.85
Pinheiro Aurora do Oeste,MG,Minas Gerais,Sudeste,17617,2446.56,554240.59,31460.55
Nova Novo de Minas,TO,Tocantins,Norte,56537,1003.8,621802.03,10998.14
Ribeirão Alegre Paulista,RJ,Rio de Janeiro,Sudeste,46471,1348.51,1131182.21,24341.68
Rio dos Campos do Leste,PA,Pará,Norte,35994,1210.1,800001.22,22225.96
Cruz Redonda Colonial,SP,São Paulo,Sudeste,2376,2100.65,86595.57,36445.95
Alto do Vale Colonial,SC,Santa Catarina,Sul,47529,1471.92,959007.31,20177.31
Palmeira Preto Central,MG,Minas Gerais,Sudeste,23814,1095.82,292013.75,12262.27
Pinheiro Aurora do Cerrado,MG,Minas Gerais,Sudeste,17350,1492.58,409887.0,23624.61
Cachoeira Vitória do Cerrado,CE,Ceará,Nordeste,6539,1023.7,81722.27,12497.67
Palmeira Aurora Paulista,RS,Rio Grande do Sul,Sul,12693,2405.76,387566.93,30533.91
Cruz Verde das Palmeiras,SP,São Paulo,Sudeste,13817,1698.04,435436.24,31514.53
São das Flores do Leste,SP,São Paulo,Sudeste,1991,2205.32,48767.27,24493.86
Barra Novo Menor,PE,Pernambuco,Nordeste,2441,853.06,32387.04,13267.94
Campo União do Oeste,PR,Paraná,Sul,5440,1549.64,130254.4,23943.82
Santa Branco do Cerrado,RS,Rio Grande do Sul,Sul,13783,1724.46,346684.23,25153.03
Boa Alegre do Cerrado,MG,Minas Gerais,Sudeste,20384,2014.28,782571.15,38391.44
Rio do Vale Menor,AM,Amazonas,Norte,1954,681.54,25337.3,12966.89
Campo Verde do Cerrado,SC,Santa Catarina,Sul,1818,1290.46,41665.6,22918.37
Santa União da Mata,PE,Pernambuco,Nordeste,5222,892.21,85500.66,16373.16
Santo Alegre Paulista,AL,Alagoas,Nordeste,13842,857.48,174121.88,12579.24
Bela Novo Maior,SP,São Paulo,Sudeste,13298,1801.81,323843.33,24352.78
Aracê do Vale do Leste,PR,Paraná,Sul,13974,1369.78,215755.03,15439.75
Monte Feliz Colonial,PR,Paraná,Sul,52303,1872.49,1084248.65,20730.14
Novo Novo Central,MG,Minas Gerais,Sudeste,9155,2314.93,281687.62,30768.72
Monte Novo do Oeste,SP,São Paulo,Sudeste,6420,1952.32,189018.17,29442.08
Vila Feliz Central,SP,São Paulo,Sudeste,39727,1903.71,1337304.41,33662.36
Serra Belo das Palmeiras,SP,São Paulo,Sudeste,70615,1203.38,1117915.5,15831.13
Porto Alegre do Leste,PR,Paraná,Sul,14650,1720.97,299142.9,20419.31
Palmeira Verde do Campo,RS,Rio Grande do Sul,Sul,5532,1044.49,83398.25,15075.61
Ipê Horizonte da Mata,SC,Santa Catarina,Sul,4841,2162.32,148589.89,30694.05
Monte Horizonte,GO,Goiás,Centro-Oeste,7414,1594.06,137538.32,18551.16
Rio Bonito do Campo,BA,Bahia,Nordeste,3744,796.94,45256.24,12087.67
Jaboti Horizonte do Oeste,MS,Mato Grosso do Sul,Centro-Oeste,3771,1635.87,99954.74,26506.16
Nova Grande da Mata,SP,São Paulo,Sudeste,8187,1725.65,256151.96,31287.65
Boa Belo do Campo,PI,Piauí,Nordeste,59102,569.97,405199.23,6855.93
Ribeirão Alegre Colonial,BA,Bahia,Nordeste,10407,1234.31,206705.6,19862.17
Aracê Belo das Palmeiras,RJ,Rio de Janeiro,Sudeste,164153,2158.45,5931352.87,36133.08
Serra Preto do Cerrado,SP,São Paulo,Sudeste,25315,2306.51,1004075.39,39663.26
Vale Preto do Oeste,SC,Santa Catarina,Sul,2796,1447.51,71019.26,25400.31
Palmeira Esperança do Oeste,MG,Minas Gerais,Sudeste,5271,2195.31,177954.39,33761.03
Alto do Sul Colonial,PB,Paraíba,Nordeste,780,895.68,9401.13,12052.73
Santa Belo do Cerrado,SP,São Paulo,Sudeste,11488,1467.38,205512.01,17889.28
Cruz Aurora Central,BA,Bahia,Nordeste,71763,1244.99,1255018.24,17488.37
Vila União da Mata,RO,Rondônia,Norte,13758,796.04,191938.84,13951.07
Rio Esperança do Campo,PR,Paraná,Sul,13686,1236.05,259045.14,18927.75
Cachoeira Formosa Menor,GO,Goiás,Centro-Oeste,22506,1046.47,291776.9,12964.41
Lagoa Vitória de Minas,PR,Paraná,Sul,5024,2293.05,205643.51,40932.23
Rio do Sul,PR,Paraná,Sul,16086,1037.76,289357.05,17988.13
Pinheiro Aurora Colonial,SE,Sergipe,Nordeste,4357,1041.84,53698.56,12324.66
Campo Redonda do Cerrado,RJ,Rio de Janeiro,Sudeste,11292,1742.41,284614.76,25204.99
Pinheiro Verde do Campo,RS,Rio Grande do Sul,Sul,998,1684.15,31730.43,31794.02
Palmeira Real Menor,PR,Paraná,Sul,8692,1663.6,265059.54,30494.65
Santa Novo da Mata,PA,Pará,Norte,2211,1201.99,42197.3,19085.17
Porto das Flores da Mata,MA,Maranhão,Nordeste,31236,690.56,325043.56,10406.06
Santa Bonita Colonial,RS,Rio Grande do Sul,Sul,44468,2072.07,1090857.89,24531.3
Alto Aurora Menor,GO,Goiás,Centro-Oeste,6672,1274.04,143065.65,21442.69
Serra Branco,BA,Bahia,Nordeste,14296,569.15,136420.56,9542.57
Vale Vista do Oeste,BA,Bahia,Nordeste,11854,924.05,130742.33,11029.39
Porto Verde do Oeste,PE,Pernambuco,Nordeste,29458,668.99,269203.87,9138.57
Cruz Alegre do Campo,RS,Rio Grande do Sul,Sul,3034,1244.69,67305.91,22183.89
Boa Formosa do Cerrado,MG,Minas Gerais,Sudeste,25610,2451.99,1198641.11,46803.64
Nova dos Campos Maior,MT,Mato Grosso,Centro-Oeste,5804,1734.01,127352.6,21942.21
Coração Branco de Minas,BA,Bahia,Nordeste,152739,788.77,1706088.19,11169.96
Nova Grande Menor,PA,Pará,Norte,8706,616.4,89319.0,10259.48
Nova Verde Colonial,RN,Rio Grande do Norte,Nordeste,33161,752.14,381315.49,11498.91
São Belo,MG,Minas Gerais,Sudeste,23887,2180.96,960143.09,40195.21
Cruz do Sul do Cerrado,SP,São Paulo,Sudeste,43803,1700.56,1176632.21,26861.91
Barra Vitória Central,MG,Minas Gerais,Sudeste,3756,2239.08,141741.9,37737.46
Monte Preto do Oeste,CE,Ceará,Nordeste,20918,1130.56,354955.46,16968.9
Novo do Sul Maior,BA,Bahia,Nordeste,27531,687.61,261131.44,9485.0
Alto Vitória do Cerrado,PI,Piauí,Nordeste,11324,863.88,120060.84,10602.33
Aracê Novo,PR,Paraná,Sul,7410,1441.45,203841.91,27509.03
Vila Novo do Campo,PE,Pernambuco,Nordeste,110364,605.28,1185086.22,10737.98
Boa Vitória do Oeste,MG,Minas Gerais,Sudeste,85239,1152.92,1705764.64,20011.55
Boa Feliz do Oeste,GO,Goiás,Centro-Oeste,12270,1454.08,301667.02,24585.74
Santa Formosa do Campo,BA,Bahia,Nordeste,8460,1285.1,141854.73,16767.7
Rio Bonita Menor,MA,Maranhão,Nordeste,22471,773.17,282465.89,12570.24
Coração dos Campos do Leste,MG,Minas Gerais,Sudeste,41329,1789.4,1316882.33,31863.4
Aracê Belo Central,SE,Sergipe,Nordeste,21312,733.54,183293.54,8600.49
Bela Branco de Minas,RS,Rio Grande do Sul,Sul,10146,1231.86,152545.98,15035.09
Barra do Vale Menor,BA,Bahia,Nordeste,29427,922.36,310304.79,10544.9
Santa União do Campo,MG,Minas Gerais,Sudeste,9225,1626.14,189707.51,20564.5
Lagoa Vitória Central,PA,Pará,Norte,17832,735.48,175241.8,9827.38
Alto da Serra do Campo,GO,Goiás,Centro-Oeste,66120,1339.66,1122019.73,16969.45
Ribeirão Azul do Cerrado,PA,Pará,Norte,7606,1090.08,131992.5,17353.73
Palmeira dos Campos de Minas,RS,Rio Grande do Sul,Sul,1780,1854.52,62242.09,34967.47
Barra Vista do Leste,MG,Minas Gerais,Sudeste,31858,1242.2,621284.84,19501.69
Coração das Flores Central,SP,São Paulo,Sudeste,16041,1587.81,455727.07,28410.14
Coração Claro do Cerrado,RS,Rio Grande do Sul,Sul,22338,1109.86,322372.85,14431.59
Santa Novo Colonial,RN,Rio Grande do Norte,Nordeste,6202,732.62,79996.17,12898.45
Vila Bonita do Cerrado,AC,Acre,Norte,10050,869.47,103487.43,10297.26
Ipê União das Palmeiras,ES,Espírito Santo,Sudeste,12634,1441.25,211468.7,16738.06
Monte Claro Maior,PR,Paraná,Sul,6149,1560.39,139341.9,22660.9
Boa Azul Central,RN,Rio Grande do Norte,Nordeste,6201,922.61,75550.36,12183.58
Lagoa Real do Leste,MG,Minas Gerais,Sudeste,4237,2149.28,157809.76,37245.64
Santo Formosa das Palmeiras,PB,Paraíba,Nordeste,5856,779.33,55735.73,9517.71
Monte Grande Paulista,PI,Piauí,Nordeste,8632,661.06,105261.99,12194.39
Porto Grande da Mata,SC,Santa Catarina,Sul,42451,1409.7,892687.0,21028.64
Campo do Norte das Palmeiras,BA,Bahia,Nordeste,10707,922.5,111660.91,10428.78
São Grande,PA,Pará,Norte,4023,840.56,46086.13,11455.66
Santa Esperança Maior,MA,Maranhão,Nordeste,14632,892.19,245046.48,16747.3
Vila do Vale das Palmeiras,RO,Rondônia,Norte,26524,1424.63,698026.53,26316.79
Monte Branco do Cerrado,GO,Goiás,Centro-Oeste,1847,1489.72,45399.78,24580.28
Vale Grande das Palmeiras,GO,Goiás,Centro-Oeste,5403,2140.62,147729.82,27342.18
Palmeira Branco Menor,RS,Rio Grande do Sul,Sul,13520,1023.33,175717.25,12996.84
Boa Esperança Menor,BA,Bahia,Nordeste,20124,1115.46,403887.4,20069.94
Ipê Grande Colonial,BA,Bahia,Nordeste,12567,1216.22,237105.5,18867.31
Santo Grande Menor,MG,Minas Gerais,Sudeste,3269,1400.27,60269.68,18436.73
Aracê Alegre do Campo,PI,Piauí,Nordeste,5273,1203.07,94126.23,17850.6
Novo Feliz Paulista,CE,Ceará,Nordeste,55359,720.1,476635.54,8609.9
Santa Vitória do Campo,MG,Minas Gerais,Sudeste,23195,1853.34,554259.79,23895.66
Vila Azul de Minas,GO,Goiás,Centro-Oeste,3442,1403.22,85249.09,24767.31
Porto Vitória do Campo,RN,Rio Grande do Norte,Nordeste,19777,1283.8,381148.61,19272.32
Serra Alegre Central,RS,Rio Grande do Sul,Sul,26259,1732.25,574112.21,21863.45
Vila Real do Leste,PR,Paraná,Sul,42758,2344.32,1165878.2,27266.9
Vale Vitória Paulista,MG,Minas Gerais,Sudeste,20243,1881.5,534312.11,26394.91
Campo Aurora Menor,MG,Minas Gerais,Sudeste,35349,1492.78,845242.9,23911.37
Vila Verde Maior,BA,Bahia,Nordeste,31828,1091.26,514246.25,16157.04
Ribeirão do Norte do Oeste,PA,Pará,Norte,2566,660.34,23886.15,9308.71
Santa Branco do Campo,RN,Rio Grande do Norte,Nordeste,19215,1091.95,295629.55,15385.35
Boa do Sul do Cerrado,SE,Sergipe,Nordeste,55541,723.48,652919.71,11755.63
Palmeira Branco do Leste,BA,Bahia,Nordeste,19410,622.64,133304.65,6867.83
Novo Horizonte do Oeste,MG,Minas Gerais,Sudeste,2148,1028.88,30506.51,14202.29
Campo do Vale Maior,MG,Minas Gerais,Sudeste,14458,1350.93,247771.26,17137.31
Campo Claro Maior,PR,Paraná,Sul,29270,2026.89,757110.45,25866.43
Campo Aurora Central,AM,Amazonas,Norte,30675,1115.03,535807.58,17467.24
Boa Dourado de Minas,AL,Alagoas,Nordeste,4655,1040.93,58041.46,12468.63
Porto Claro do Leste,TO,Tocantins,Norte,62499,706.69,495812.19,7933.12
Santa Feliz Maior,PB,Paraíba,Nordeste,11919,875.77,190567.63,15988.56
Cachoeira Esperança das Palmeiras,RN,Rio Grande do Norte,Nordeste,16457,947.68,258064.13,15681.12
Lagoa Redonda do Leste,RJ,Rio de Janeiro,Sudeste,122301,2381.2,3774054.16,30858.74
Cruz Formosa das Palmeiras,RS,Rio Grande do Sul,Sul,5503,1172.71,70675.43,12843.07
São da Serra Colonial,MG,Minas Gerais,Sudeste,9459,2423.39,391080.12,41344.76
Alto Vitória do Oeste,RS,Rio Grande do Sul,Sul,11767,1779.83,322016.22,27366.04
Rio Horizonte Menor,GO,Goiás,Centro-Oeste,9998,1686.01,218173.83,21821.75
Cruz Dourado da Mata,PE,Pernambuco,Nordeste,4377,668.26,33963.47,7759.53
Rio do Sul Colonial,RN,Rio Grande do Norte,Nordeste,3463,663.9,25386.42,7330.76
Cruz Horizonte Colonial,PE,Pernambuco,Nordeste,13140,1217.77,181828.44,13837.78
Vale Alegre Colonial,RS,Rio Grande do Sul,Sul,5722,2203.0,200227.64,34992.6
Ipê Dourado da Mata,SP,São Paulo,Sudeste,3043,2259.93,113566.18,37320.47
Jaboti Preto do Oeste,RO,Rondônia,Norte,198660,982.68,2577174.31,12972.79
Alto Esperança do Leste,AP,Amapá,Norte,15676,840.15,145437.44,9277.71
Campo Azul do Leste,SP,São Paulo,Sudeste,35045,2039.1,1357653.95,38740.3
Serra Verde Maior,MA,Maranhão,Nordeste,30784,589.65,322218.51,10467.08
Cachoeira Claro Maior,RS,Rio Grande do Sul,Sul,2535,2244.64,67039.09,26445.4
Vale Preto Maior,SE,Sergipe,Nordeste,6525,1070.26,86366.14,13236.19
Lagoa Feliz Paulista,RN,Rio Grande do Norte,Nordeste,8467,1101.45,141349.61,16694.18
Vila Branco Menor,PE,Pernambuco,Nordeste,5758,966.99,83644.66,14526.69
Lagoa Real de Minas,MG,Minas Gerais,Sudeste,18533,1801.66,380343.18,20522.48
Serra Novo do Cerrado,RS,Rio Grande do Sul,Sul,68508,1309.49,1281489.68,18705.69
Vale Feliz do Cerrado,PI,Piauí,Nordeste,2189,663.08,18486.23,8445.06
Cruz Verde,MG,Minas Gerais,Sudeste,57756,2229.93,2332756.11,40389.85
Palmeira do Norte da Mata,MG,Minas Gerais,Sudeste,59434,1286.1,1423487.88,23950.73
Vale União Paulista,PB,Paraíba,Nordeste,35828,1271.06,777006.25,21687.12
Rio Belo da Mata,AM,Amazonas,Norte,11014,1392.06,190557.13,17301.36
Ribeirão Esperança Maior,SP,São Paulo,Sudeste,20077,1032.19,322718.43,16074.04
Cruz Bonito do Campo,PE,Pernambuco,Nordeste,15894,902.59,224782.55,14142.6
Vila Dourado de Minas,RS,Rio Grande do Sul,Sul,55347,2525.07,1804383.72,32601.29
Monte do Norte das Palmeiras,MG,Minas Gerais,Sudeste,7083,1118.1,99796.15,14089.53
Bela do Vale de Minas,MG,Minas Gerais,Sudeste,71174,1394.49,1581615.59,22221.82
Lagoa Horizonte de Minas,SC,Santa Catarina,Sul,10533,1393.74,200037.37,18991.49
Ipê Vista do Leste,MG,Minas Gerais,Sudeste,20230,1985.54,508362.07,25129.12
Palmeira dos Campos do Oeste,TO,Tocantins,Norte,4148,1140.97,67948.85,16381.11
Ribeirão União de Minas,RS,Rio Grande do Sul,Sul,17225,1496.96,284722.21,16529.59
Barra da Serra Colonial,SP,São Paulo,Sudeste,35994,998.69,602070.27,16726.96
Santa Preto do Oeste,SP,São Paulo,Sudeste,151786,1640.18,4322152.47,28475.3
Santo Bonita do Cerrado,MG,Minas Gerais,Sudeste,21830,1353.69,320846.69,14697.51
Porto Aurora de Minas,SC,Santa Catarina,Sul,2902,2264.75,124113.75,42768.35
Vale Vitória Menor,BA,Bahia,Nordeste,5773,576.73,56933.51,9862.03
Santa da Serra do Oeste,BA,Bahia,Nordeste,32215,892.46,351486.19,10910.64
Alto Preto Paulista,MG,Minas Gerais,Sudeste,1107,1883.21,26556.18,23989.32
Serra Redonda do Leste,PE,Pernambuco,Nordeste,10402,1099.57,183862.78,17675.71
Nova Belo Maior,TO,Tocantins,Norte,26256,779.91,245594.37,9353.84
Rio Aurora Paulista,MG,Minas Gerais,Sudeste,4183,2467.16,117403.47,28066.81
Santo Vista Central,CE,Ceará,Nordeste,79042,1249.42,1873625.71,23704.18
